Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
1799,01.POSO.00.6372.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP2D KALSELTENG,POSO,Kalimantan Selatan,KOTA BANJARBARU,Jl. Mistar Cokrokusumo KM. 39 Komp. Gardu Induk Cempaka Banjarbaru 70733,-3.465254,114.850839,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1800,01.POSO.00.6271.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 PALANGKA RAYA,POSO,Kalimantan Tengah,KOTA PALANGKARAYA,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",-2.207808,113.922781,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1801,01.POSO.00.6271.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 PALANGKA RAYA,POSO,Kalimantan Tengah,KOTA PALANGKARAYA,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",-2.207808,113.922781,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1802,01.POSO.00.6371.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Citraland Banjarmasin,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Komplek Citra Land Jalan Ahmad Yani KM. 7,8 Manarap Lama, Pemurus Dalam, Kec. Kertak Hanyar, Kota Banjarmasin, Kalimantan Selatan 70654",-3.360935,114.633239,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1803,01.POSO.00.6371.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Citraland Banjarmasin,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Komplek Citra Land Jalan Ahmad Yani KM. 7,8 Manarap Lama, Pemurus Dalam, Kec. Kertak Hanyar, Kota Banjarmasin, Kalimantan Selatan 70654",-3.360935,114.633239,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1804,01.POSO.00.6371.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU RSUD SULTAN SURIANSYAH,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Jl. Rantauan Darat, RT.04 RW.01, Kel. Kelayan Selatan, Kec. Banjarmasin Selatan, Kota Banjarmasin",-3.333311,114.585784,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1805,01.POSO.00.6371.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Citraland Banjarmasin,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Komplek Citra Land Jalan Ahmad Yani KM. 7,8 Manarap Lama, Pemurus Dalam, Kec. Kertak Hanyar, Kota Banjarmasin, Kalimantan Selatan 70654",-3.360935,114.633239,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1806,01.POSO.00.6371.012,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU RSUD SULTAN SURIANSYAH,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Jl. Rantauan Darat, RT.04 RW.01, Kel. Kelayan Selatan, Kec. Banjarmasin Selatan, Kota Banjarmasin",-3.333311,114.585784,1/15/2025 16:59,1/31/2025 14:40,Ya,,,
1807,01.POSO.00.3373.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UPT Salatiga,POSO,Jawa Tengah,KOTA SALATIGA,"Jl. Diponegoro No.149, Sidorejo Lor, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50714",-7311667,1104909,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1808,01.POSO.00.3374.033,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Kampus UNNES Semarang,POSO,Jawa Tengah,KOTA SEMARANG,"Sekaran, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50229",-7050678,1103925,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1809,01.POSO.00.3302.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ULP BANYUMAS,POSO,Jawa Tengah,KAB. BANYUMAS,"Jl. Pramuka Banyumas - Purwokerto Road No.363, Mruyung, Sudagaran, Kec. Banyumas, Kabupaten Banyumas, Jawa Tengah 53192",-7521043,1092937,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1810,01.POSO.00.3321.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP DEMAK KOTA,POSO,Jawa Tengah,KAB. DEMAK,"Jl. Sultan Trenggono, Kaligondang, Kalikondang, Kec. Demak, Kabupaten Demak, Jawa Tengah 59516",-6914005,1106083,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1811,01.POSO.00.3301.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Azana Cilacap,POSO,Jawa Tengah,KAB. CILACAP,"Jl. Gatot Subroto No.120, Wanasari, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",-771086,1090182,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1812,01.POSO.00.3301.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU HOTEL ASTON CILACAP,POSO,Jawa Tengah,KAB. CILACAP,"Jl. Budi Utomo No.37, Sidakaya Dua, Sidakaya, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53222",-7727733,1090169,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1813,01.POSO.00.3302.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ULP WANGON,POSO,Jawa Tengah,KAB. BANYUMAS,"Jl. Nasional III, Adilingga, Wangon, Kec. Wangon, Kabupaten Banyumas, Jawa Tengah 53176",-7511378,1090409,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1814,01.POSO.00.3404.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU HOTEL MERAPI MERBABU YOGYAKARTA,POSO,DI Yogyakarta,KAB. SLEMAN,"Jl. Seturan Raya Jl. Raya Kledokan, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",-7771306,1104097,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1815,01.POSO.00.3471.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel KHAS Tugu Yogyakarta,POSO,DI Yogyakarta,KOTA YOGYAKARTA,"Jl. Pangeran Diponegoro No.99, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",-7783295,1103631,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1816,01.POSO.00.3301.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SIDAREJA,POSO,Jawa Tengah,KAB. CILACAP,"Jl. Jenderal Ahmad Yani No.98, Area Sawah/Kebun, Tinggarjaya, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-748461,1087852,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1817,01.POSO.00.3301.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MAJENANG,POSO,Jawa Tengah,KAB. CILACAP,"Jl. Pahlawan, Jenang Utara, Jenang, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7297714,1087631,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1818,01.POSO.00.9202.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PRAFI,POSO,Papua Barat,KAB. MANOKWARI,"JL Rajawali Jalur F, Udapi Hilir, Distrik Prafi",-0.876474,133.8327,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1819,01.POSO.00.9202.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PRAFI,POSO,Papua Barat,KAB. MANOKWARI,"JL Rajawali Jalur F, Udapi Hilir, Distrik Prafi",-0.876474,133.8327,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1820,01.POSO.00.9102.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Baliem Pilamo,POSO,Papua,KAB. JAYAWIJAYA,"Jl. Trikora No.114, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya",-4.089415,138.9453,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1821,01.POSO.00.9102.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Baliem Pilamo,POSO,Papua,KAB. JAYAWIJAYA,"Jl. Trikora No.114, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya",-4.089415,138.9453,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1822,01.POSO.00.9103.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SENTANI,POSO,Papua,KAB. JAYAPURA,"Jl Eluay No 2, Sentani Kota, Kabupaten Jayapura, Papua",-2.567497,140.511,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1823,01.POSO.00.9271.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hangout Avenue Sorong,POSO,Papua Barat,KOTA SORONG,Jalan Sungai Maruni Km 10 Kota Sorong Papua Barat Daya,-0.886765,131.3215,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1824,01.POSO.00.9271.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hangout Avenue Sorong,POSO,Papua Barat,KOTA SORONG,Jalan Sungai Maruni Km 10 Kota Sorong Papua Barat Daya,-0.886765,131.3215,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1825,01.POSO.00.9201.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ULP AIMAS,POSO,Papua Barat,KAB. SORONG,Jalan Tuturuga SP 1 Aimas Kabupaten Sorong Papua Barat Daya,-0.997039,131.3458,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1826,01.POSO.00.9171.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SAGA MALL ABEPUTRA,POSO,Papua,KOTA JAYAPURA,"Baru City, Abepura, Jayapura City, Papua 99351",-2.610585,140.6654,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1827,01.POSO.00.9171.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SAGA MALL ABEPUTRA,POSO,Papua,KOTA JAYAPURA,"Baru City, Abepura, Jayapura City, Papua 99351",-2.610585,140.6654,1/15/2025 17:09,1/31/2025 14:40,Ya,,,
1828,01.POSO.00.3326.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KEDUNGWUNI,POSO,Jawa Tengah,KAB. PEKALONGAN,"Jl.Raya No.142A, Pegadean Tengah, Pegaden Tengah, Kec. Wonopringgo, Kabupaten Pekalongan, Jawa Tengah 51181",-6973497,1096348,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1829,01.POSO.00.3373.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Laras Asri Resort & SPA,POSO,Jawa Tengah,KOTA SALATIGA,"Jl. Jend. Sudirman No.335, Ledok, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50732",-7341342,1105095,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1830,01.POSO.00.3373.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Laras Asri Resort & SPA,POSO,Jawa Tengah,KOTA SALATIGA,"Jl. Jend. Sudirman No.335, Ledok, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50732",-7341342,1105095,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1831,01.POSO.00.3375.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU TRANSMART PEKALONGAN,POSO,Jawa Tengah,KOTA PEKALONGAN,"Jl. Urip Sumoharjo No.58, Podosugih, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51111",-6901801,1096648,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1832,01.POSO.00.3375.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU TRANSMART PEKALONGAN,POSO,Jawa Tengah,KOTA PEKALONGAN,"Jl. Urip Sumoharjo No.58, Podosugih, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51111",-6901801,1096648,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1833,01.POSO.00.3305.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Grand Kolopaking,POSO,Jawa Tengah,KAB. KEBUMEN,"Jl. Ahmad Yani No.31, Dukuh, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311",-7673014,1096631,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1834,01.POSO.00.3311.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU TRANSMART SOLO PABELAN,POSO,Jawa Tengah,KAB. SUKOHARJO,"Jl. A. Yani No.234, Banaran, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57162",-7560138,1107674,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1835,01.POSO.00.3311.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU TRANSMART SOLO PABELAN,POSO,Jawa Tengah,KAB. SUKOHARJO,"Jl. A. Yani No.234, Banaran, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57162",-7560138,1107674,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1836,01.POSO.00.3304.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BANJARNEGARA,POSO,Jawa Tengah,KAB. BANJARNEGARA,"Jl. Letjend Suprapto No.2, Kutabanjarnegara, Kutabanjar, Banjar, Kab. Banjarnegara, Jawa Tengah 53418",-7398052,109693,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1837,01.POSO.00.3311.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KARTASURA,POSO,Jawa Tengah,KAB. SUKOHARJO,"Jl. Indronoto No.20, Area Sawah, Ngabeyan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57165",-7542295,1107413,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1838,01.POSO.00.3372.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MANAHAN,POSO,Jawa Tengah,KOTA SURAKARTA,"Jl. Menteri Supeno No.16B, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",-7553458,1108055,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1839,01.POSO.00.3305.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU RM H. TINO 2,POSO,Jawa Tengah,KAB. KEBUMEN,"Jagakerteh, Kenoyojayan, Kec. Ambal, Kabupaten Kebumen, Jawa Tengah 54392",-7785243,1097166,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1840,01.POSO.00.3374.034,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR PEMPROV JAWA TENGAH,POSO,Jawa Tengah,KOTA SEMARANG,"Jl. Pahlawan No.9, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",-6993025,1104207,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1841,01.POSO.00.3374.035,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR PEMPROV JAWA TENGAH,POSO,Jawa Tengah,KOTA SEMARANG,"Jl. Pahlawan No.9, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",-6993025,1104207,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1842,01.POSO.00.3314.014,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SRAGEN,POSO,Jawa Tengah,KAB. SRAGEN,"Jl. RA. Kartini No.22, Ngablak, Kroyo, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57211",-743214,1110274,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1843,01.POSO.00.3312.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP WONOGIRI,POSO,Jawa Tengah,KAB. WONOGIRI,"Cubluk, Giritirto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611",-7819619,1109213,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1844,01.POSO.00.3311.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP GROGOL,POSO,Jawa Tengah,KAB. SUKOHARJO,"Jl. Pesanggrahan Langenharjo No.24, Dusun I, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",-7612854,1108135,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1845,01.POSO.00.3311.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP GROGOL,POSO,Jawa Tengah,KAB. SUKOHARJO,"Jl. Pesanggrahan Langenharjo No.24, Dusun I, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",-7612854,1108135,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
1846,01.POSO.00.6474.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EVC Bontang Kuala,POSO,Kalimantan Timur,KOTA BONTANG,"Jl. Kapten Tendean, Kel Bontang Kuala, Kec Bontang Utara, Kota Bontang",0.138513,117.514825,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1847,01.POSO.00.6474.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EVC Polres Bontang,POSO,Kalimantan Timur,KOTA BONTANG,"Jl. Bhayangkara, Kel Gunung Elai, Kec Bontang Utara, Kota Bontang",0.134043,117.478265,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1848,01.POSO.00.6472.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ALAYA,POSO,Kalimantan Timur,KOTA SAMARINDA,"Jl. Bukit Alaya, Sungai Pinang Dalam, Kota Samarinda, Kalimantan Timur",-0.467695,117.174219,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1849,01.POSO.00.6472.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN BIGMALL,POSO,Kalimantan Timur,KOTA SAMARINDA,"Jl Untung Suropati, Karang Asam Ulu, Kecamata, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75126",-0.526106,117.114756,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1850,01.POSO.00.1171.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU UID ACEH,POSO,Aceh,KOTA BANDA ACEH,"JL. Tengku H.Daud Beureu'eh, No. 172, Lampriet, Banda Aceh, Nanggroe aceh Darussalam, 23124",5.562284,95.334528,1/15/2025 14:18,1/31/2025 14:30,Ya,,,
1851,01.PPOO.00.3171.064,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EVCITY PLN UID JAKARTA RAYA,PPOO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. M.I. Ridwan Rais No.1, Gambir",-6.18039,106.833191,1/15/2025 17:47,1/31/2025 14:42,Ya,,,
1852,01.POSO.00.3671.045,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN Kawasan Puri Beta 1,POSO,Banten,KOTA TANGERANG,"Jl Puri Beta RT 004/012 Larangan Utara kec Larangan Kota Tangerang Banten 15154
",-6.2296,106.725895,1/15/2025 17:47,1/31/2025 14:42,Ya,,,
1853,01.POSO.00.3674.031,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN TRANSPARK MALL BINTARO,POSO,Banten,KOTA TANGERANG SELATAN,"Jl. HR Rasuna Said No.5, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15220",-6.277807,106.719374,1/15/2025 17:47,1/31/2025 14:42,Ya,,,
1854,01.POSO.00.3671.046,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN Kawasan Puri Beta 2,POSO,Banten,KOTA TANGERANG,Jl Puri Beta RT 004/012 Larangan Utara kec Larangan Kota Tangerang Banten 15154,-6.229655,106.726493,1/15/2025 17:47,1/31/2025 14:42,Ya,,,
1855,08.ROSO.00.3174.111,ENERGI MAKMUR BUANA,SPKLU  Area Parkir Urban Forest,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,Jl. RS Fatmawati Raya Nomor 45,-6.280778,106.798048,1/20/2025 11:21,1/30/2025 11:18,Ya,,,
1856,,SUMBER DAYA ALAMINDO,Lippo Mall Puri 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Puri Indah Raya Blok U 1, RT.3/RW.2, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1872874,"1,067,391,347",,,Tidak,,,
1857,06.ROSO.00.3174.112,SUMBER DAYA ALAMINDO,Plaza Blok M 22 kW AC Charger 1,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Bulungan No.76, RT.6/RW.6, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",-6.2441189,"1,067,976,404",1/31/2025 15:16,2/4/2025 9:44,Ya,,,
1858,06.ROSO.00.3173.052,SUMBER DAYA ALAMINDO,Club De Arjuna 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Kedoya Raya, RT.8/RW.7, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",6.1899612,106.7605926,2/3/2025 11:47,,Ya,,,
1859,01.POSO.00.6472.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN EL BARITO,POSO,Kalimantan Timur,KOTA SAMARINDA,"Jl. Sei Barito No.1, Pelabuhan, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75112",-0.49683,117.150388,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1860,01.POSO.00.6471.014,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KANTOR UPTD PENGUJIAN KIR,POSO,Kalimantan Timur,KOTA BALIKPAPAN,"Jl. Mulawarman No. 1A, Sepinggan, Balikpapan Kota, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114",-1.252762,116.929266,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1861,01.POSO.00.6474.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KELURAHAN GN ELAI,POSO,Kalimantan Timur,KOTA BONTANG,"Jl. Sawi Kelurahan Gunung Elai, Satimpo, Kota Bontang, Kalimantan Timur",0.132604,117.475173,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1862,01.POSO.00.6409.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP BABULU,POSO,Kalimantan Timur,KAB. PENAJAM PASER UTARA,"Desa Babulu Darat, Kec. Babulu, Kabupaten Penajam Paser Utara, Kalimantan Timur 76285",-1.49808,116.463313,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1863,01.POSO.00.6401.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP BATU SOPANG,POSO,Kalimantan Timur,KAB. PASER,"Batu Kajang, Kabupaten Paser, Kalimantan Timur",-1.820352,115.911573,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1864,01.POSO.00.6402.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP BATUAH,POSO,Kalimantan Timur,KAB. KUTAI KARTANEGARA,"Ds Batuah, Kec. Loa Janan, Kabupaten Kutai Kartanegara, Kalimantan Timur 75262",-0.723794,117.085855,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1865,01.POSO.00.6402.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP LOAJANAN,POSO,Kalimantan Timur,KAB. KUTAI KARTANEGARA,"Jl. Soekarno Hatta, Tani Aman, Kec. Loa Janan Ilir, Kabupaten Kutai Kartanegara, Kalimantan Timur 75251",-0.575008,117.086517,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1866,01.POSO.00.6472.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP PALARAN,POSO,Kalimantan Timur,KOTA SAMARINDA,"JL. Ampera, Rawa Makmur, Palaran, Mesjid, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75251",-0.582331,117.192333,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1867,01.POSO.00.6409.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP PENAJAM,POSO,Kalimantan Timur,KAB. PENAJAM PASER UTARA,"Jl. Propinsi Penajam-Kuaro KM 1, Penajam, Kabupaten Penajam Paser Utara, Kalimantan Timur",-1.248599,116.775041,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
