Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
75,01.POSO.00.1808.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR ULP BLAMBANGAN UMPU,POSO,Lampung,KAB. WAY KANAN,"Tiuh Balak Pasar, Baradatu, Way Kanan Regency, Lampung 34761",-4.72545,104.551785,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
76,01.POSO.00.1803.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR UP3 KOTABUMI,POSO,Lampung,KAB. LAMPUNG UTARA,"Jl. Soekarno Hatta No.149, Tj. Aman, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34511",-4.839923,104.879388,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
77,01.POSO.00.1806.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Kantor ULP Talang Padang,POSO,Lampung,KAB. TANGGAMUS,"Jl. Raden Intan No.76, Suka Merindu, Kec. Talang Padang, Kabupaten Tanggamus, Lampung 35377",-5.355348,104.795818,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
78,06.ROSO.00.3174.013,SUMBER DAYA ALAMINDO,SPKLU Area Parkir Residence 8,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Area Parkir Residence 8, Basement 2 lot 084 dan 084a, Jl. Senopati No. 8, RT 08/RW 03, Senayan, Kec. Kebayoran Baru","-622,984","10,680,528",,,Ya,,,
79,06.ROSO.00.3671.007,SUMBER DAYA ALAMINDO,SPKLU Area Parkir Saumata Apartment,ROSO,Banten,KOTA TANGERANG,"Lokasi Area Parkir Saumata Apartment, Jl. Alam Utama No.Kav.12-16, RT.001/RW.006, Panunggangan Tim., Kec.Pinang, Kota Tangerang, Banten","-6,229,576","106,654,847",,,Ya,,,
80,06.ROSO.00.3674.002,SUMBER DAYA ALAMINDO,SPKLU Area Parkir Saumata Suite Apartment,ROSO,Banten,KOTA TANGERANG SELATAN,"Lokasi Area Parkir Saumata Suite Apartment, Alam Sutera, Jl. Alam Utama, Pakualam, Serpong Utara, Tangerang Selatan, Banten","-6,230,499","106,654,406",,,Ya,,,
81,06.ROSO.00.1471.003,SUMBER DAYA ALAMINDO,SPKLU Complex SKA Mall,ROSO,Riau,KOTA PEKANBARU,"Complex SKA Mall, Jl. Soekarno – Hatta, Delima, Kec. Tampan",0.49927,101.41842,,,Ya,,,
82,01.POSO.00.1813.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KAPEL KRUI,POSO,Lampung,KAB. PESISIR BARAT,"Labuhan Jukung, Krui, Kp. Jawa, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874",-5.189213,103.932272,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
83,01.POSO.00.1871.018,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EMERGENCY CHARGING MOBILE,POSO,Lampung,KOTA BANDAR LAMPUNG,"Jl. Basuki Rahmat No. 2, Gedong Pakuon, Kec. Teluk Betung Selatan, Kota Bandar Lampung, Lampung 35211",-5.4429278,105.2520381,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
84,01.POSO.00.3173.023,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU IT PLN,POSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Duri Cengkareng Raya No.3, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, DKI Jakarta 11750",-6.168249,106.726442,9/9/2024 14:59,9/27/2024 10:16,Ya,,,
85,01.POSO.00.1871.019,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EMERGENCY CHARGING MOBILE,POSO,Lampung,KOTA BANDAR LAMPUNG,"Jl. Basuki Rahmat No. 2, Gedong Pakuon, Kec. Teluk Betung Selatan, Kota Bandar Lampung, Lampung 35211",-5.4429278,105.2520381,1/15/2025 15:24,1/31/2025 14:33,Ya,,,
86,01.POSO.00.3317.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ULP REMBANG,POSO,Jawa Tengah,KAB. REMBANG,"Jl. Pemuda, Ngotet Kidul, Ngotet, Kec. Rembang, Kabupaten Rembang, Jawa Tengah 59219",-6729065,1113518,1/15/2025 17:40,1/31/2025 14:41,Ya,,,
87,05.ROSO.00.3578.003,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Konsulat Kehormatan Republik Belarus,ROSO,Jawa Timur,KOTA SURABAYA,"Jalan Basuki Rahmat No.149, Embong Kaliasin, Kecamatan Genteng, Surabaya, Jawa Timur 60271",-7.2727239,112.7422213,,10/24/2023 13:14,Ya,,,
88,05.ROSO.00.3578.004,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Darmo Permai,ROSO,Jawa Timur,KOTA SURABAYA,"Jalan Darmo Permai II/56 Kavling 5, Pradah Kalikendal, Kecamatan Dukuh Pakis, Surabaya, Jawa Timur 60226","-7,280,800,033","1,126,845,703",,10/24/2023 13:14,Ya,,,
89,01.POSO.00.8203.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KP MALIFUT,POSO,Maluku Utara,KAB. HALMAHERA UTARA,"Ngofagita, Kec. Malifut, Kabupaten Halmahera Utara, Maluku Utara",1.149691,127.832208,1/15/2025 13:46,1/31/2025 14:27,Ya,,,
90,11.ROSO.00.3329.001,ARDENDI JAYA SENTOSA,Astra Otopower,ROSO,Jawa Tengah,KAB. BREBES,"Rest Area Tol Trans Jawa KM 260B,",-6.90567,108.98382,9/3/2024 10:44,9/5/2024 9:52,Ya,,,
91,01.POSO.00.1971.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PANGKALPINANG,POSO,Kepulauan Bangka Belitung,KOTA PANGKAL PINANG,"Jl. Jend. Sudirman No. 180 Kota Pangkal Pinang, Kepulauan Bangka Belitung 33172",-2.100147,106.11164,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
92,01.POSO.00.1971.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BANGKA,POSO,Kepulauan Bangka Belitung,KOTA PANGKAL PINANG,"Jl. Jenderal Sudirman No.180, Selindung Baru, Kec. Gabek, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33172",-2.099933,106.111792,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
93,04.ROSO.00.3175.003,EXELLY ELEKTRIK INDONESIA,SPKLU Suvarna Jakarta Golf Club,ROSO,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,"Suvarna Jakarta Golf Club, Jl. Radar Selatan No.1 Kelurahan Halim Perdana Kusumah, Kecamatan Makasar",-6.28527,106.89464,,10/24/2023 13:14,Ya,,,
94,,EXELLY ELEKTRIK INDONESIA,SPKLU Sequis Tower,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Jend Sudirman Kav.71 SCBD Lot 11B, Daerah Khusus Ibukota Jakarta",-6.225599295,106.8071614,,,Tidak,,,
95,,BUZZ BERKAT INDONESIA,Menara BTPN Charging Station,RLSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Mega Kuningan No.18, RT.5/RW.4, Kuningan,",-6.2298181,106.8275832,,,Tidak,,,
96,05.ROSO.00.3174.062,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Pearl Garden Resort Apartment,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Gatot Subroto, RT.2/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",-6.222619261,106.8164736,11/25/2024 9:49,12/6/2024 8:59,Ya,,,
97,01.POSO.00.1905.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MENTOK,POSO,Kepulauan Bangka Belitung,KAB. BANGKA BARAT,"JL. Jenderal Basuki Rachmat, Air Belo, Mentok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung 33351",-2.0602224,105.1669046,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
98,01.POSO.00.1905.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN JAGA JEBUS,POSO,Kepulauan Bangka Belitung,KAB. BANGKA BARAT,"Jl. Raya jebus Dn. Tambang 6, Ds. Mislak Kec. Jebus Kab. Bangka Barat",-1.704835,105.463043,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
99,01.POSO.00.1971.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Tsahang,POSO,Kepulauan Bangka Belitung,KOTA PANGKAL PINANG,"Jl. Merdeka No.184, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684",-2.121222,106.109589,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
100,01.POSO.00.1902.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN Kantor Jaga Membalong,POSO,Kepulauan Bangka Belitung,KAB. BELITUNG,"Desa Membalong, Kabupaten Belitung, Kepulauan Bangka Belitung 33452",-3.125503,107.655677,1/15/2025 16:09,1/31/2025 14:35,Ya,,,
101,05.ROSO.00.3578.001,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Konsulat Kehormatan Republik Belarus,ROSO,Jawa Timur,KOTA SURABAYA,"Jalan Basuki Rahmat No.149, Embong Kaliasin, Kecamatan Genteng, Surabaya, Jawa Timur 60271",-7.2727239,112.7422213,,10/24/2023 13:14,Ya,,,
102,06.ROSO.00.3174.124,SUMBER DAYA ALAMINDO,Cipta Hotel Pancoran 7 kW,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Raya Pasar Minggu No.Kav. 19 7, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",0,0,2/3/2025 11:46,,Ya,,,
103,01.POSO.00.6472.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU EVC Merak Square,POSO,Kalimantan Timur,KOTA SAMARINDA,"SPKLU EVC Merak Square, Jl. Hasan Basri No. 53, Samarinda",-0.479913,117.153408,,10/24/2023 13:14,Tidak,,,
104,01.POSO.00.3174.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,PLN Jl. RS. Fatmawati Raya,POSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. RS. Fatmawati Raya No. 10, RT.1/RW.4, Cilandak Barat, Kec.Cilandak, Kota Jakarta Selatan, DKI Jakarta",-6.294171369,106.7947471,,10/24/2023 13:14,Tidak,,,
105,01.POSO.00.5171.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU P.B. Sudirman,POSO,Bali,KOTA DENPASAR,"Jl. P.B. Sudirman No.2, Dauh Puri, 
Kota Denpasar, Bali",-8.662901,115.217784,,10/24/2023 13:14,Tidak,,,
106,01.POSO.00.3671.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Aeropolis,POSO,Banten,KOTA TANGERANG,"Jl. Aeropolis, RT.001/RW.004, Banten, Kec. Neglasari, Kota Tangerang",-6.144711,106.631419,,10/24/2023 13:14,Tidak,,,
107,01.POSO.00.6471.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU UIW  Kaltimra,POSO,Kalimantan Timur,KOTA BALIKPAPAN,"SPKLU PLN UIW Kaltimra, Jl. MT Haryono No. 384 Balikpapan",-1.244643,116.872218,,10/24/2023 13:14,Tidak,,,
108,01.PPOO.03.3172.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KFC Artha Gading,PPOO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"SPKLU KFC Artha Gading, Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",-6.147082,106.897397,,10/24/2023 13:14,Tidak,,,
109,01.PPOO.01.5103.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,"SPKLU BNI Crea,  Benoa",PPOO,Bali,KAB. BADUNG,"SPKLU BNI Crea,  Benoa, Kec. Kuta Selatan, Kabupaten Badung, Bali",-8.8013843,115.2305029,,10/24/2023 13:14,Tidak,,,
110,03.ROSO.00.3172.002,PT SHELL INDONESIA,SPKLU Shell Pluit,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"SPBU Shell Pluit, Jl. Pluit Selatan Raya No. 7",-6.7329,106.47547,,10/24/2023 13:14,Tidak,,,
111,03.ROSO.00.3174.009,PT SHELL INDONESIA,SPKLU Shell Antasari,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"SPBU Shell Antasari, Jl. P. Antasari No. 68",-6.1523,106.48302,,10/24/2023 13:14,Tidak,,,
112,03.ROSO.00.3174.010,PT SHELL INDONESIA,SPKLU Shell Soepomo,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"SPBU Shell Soepomo, Jl. Prof Dr. Soepomo SH 102",-6.13519,106.50483,,10/24/2023 13:14,Tidak,,,
113,01.POSO.00.5103.043,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DEWI SRI III,POSO,Bali,KAB. BADUNG,"Jl Dewi Sri III Kuta, Legian, Kabupaten Badung, Bali",-8.703861,115.176175,1/15/2025 13:59,1/31/2025 14:29,Ya,,,
114,08.ROSO.00.3175.005,ENERGI MAKMUR BUANA,SPKLU Perintis Kemerdekaan,ROSO,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,"Jalan Perintis Kemerdekaan No.1, RT.1/RW.15",-6.170868574,106.8864588,12/19/2023 14:13,12/22/2023 11:02,Ya,,,
115,08.ROSO.00.3275.002,ENERGI MAKMUR BUANA,SPKLU KH. Noer Ali,ROSO,Jawa Barat,KOTA BEKASI,Jl. KH. Noer Ali No.3A,"-6,247,417",106.978417,12/19/2023 13:53,12/22/2023 11:05,Tidak,,,
116,01.POSO.00.5102.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU GEDUNG KESENIAN I KETUT MARIA,POSO,Bali,KAB. TABANAN,"Jl. Gunung Agung, Delod Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 82113",-8.537567,115.125828,1/15/2025 13:59,1/31/2025 14:29,Ya,,,
117,01.POSO.00.5103.044,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU GOR DALUNG,POSO,Bali,KAB. BADUNG,"Jl. I Gusti Ngurah Gentuh No.29, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80351",-8.614585,115.16859,1/15/2025 13:59,1/31/2025 14:29,Ya,,,
118,11.ROSO.00.3329.002,ARDENDI JAYA SENTOSA,Astra Otopower,ROSO,Jawa Tengah,KAB. BREBES,"Rest Area Tol Trans Jawa KM 260B,",-6.90567,108.98382,9/3/2024 10:44,9/5/2024 9:52,Ya,,,
119,06.ROSO.00.3174.011,SUMBER DAYA ALAMINDO,DAYAGREEN Area Parkir Residence 8,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Area Parkir Residence 8, Basement 2 lot 084 dan 084a, Jl. Senopati No. 8, RT 08/RW 03, Senayan, Kec. Kebayoran Baru",-6.22984,106.80528,,,Ya,,,
120,07.ROSO.00.3671.005,PT STARVO GLOBAL ENERGI,SPKLU K.H. Hasyim Ashari,ROSO,Banten,KOTA TANGERANG,Jl. K.H. Hasyim Ashari No. 89,-6.22232,106.69195,,10/24/2023 13:14,Ya,,,
121,06.ROSO.00.3671.006,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Saumata Apartment,ROSO,Banten,KOTA TANGERANG,"Lokasi Area Parkir Saumata Apartment, Jl. Alam Utama No.Kav.12-16, RT.001/RW.006, Panunggangan Tim., Kec.Pinang, Kota Tangerang, Banten",-6.229576,106.654847,,,Ya,,,
122,06.ROSO.00.3374.003,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Avani Ecopark Semarang,ROSO,Jawa Tengah,KOTA SEMARANG,"Lokasi Area Parkir Avani Ecopark Semarang, Jl. Ketapang Raya, Pedurungan Lor, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192",-7.007926,110.485046,,,Ya,,,
123,06.ROSO.00.3374.004,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Ventura Taman Kuliner Semarang,ROSO,Jawa Tengah,KOTA SEMARANG,"Lokasi Area Parkir Ventura Taman Kuliner Semarang, Jl. Ki Mangunsarkoro No.15, Karangkidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50241",-6.989966,110.428885,,,Ya,,,
124,06.ROSO.00.3374.005,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Grand Edge Hotel Semarang,ROSO,Jawa Tengah,KOTA SEMARANG,"Lokasi Area Parkir Grand Edge Hotel Semarang, Jl. Sultan Agung No.96, Wonotingal, Kec. Candisari, Kota Semarang, Jawa Tengah 50232",-7.01147,110.416132,,,Ya,,,
125,06.ROSO.00.3374.006,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Radja Art & Boutique Hotel Semarang,ROSO,Jawa Tengah,KOTA SEMARANG,"Lokasi Area Parkir Radja Art & Boutique Hotel Semarang, Jl. Jl. Singosari Raya No.4, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242 ",-7.000356,110.4275095,,,Ya,,,
126,06.ROSO.00.3308.002,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Hotel Sunsetfalls Garden and Resort,ROSO,Jawa Tengah,KAB. MAGELANG,"Lokasi Area Parkir Hotel Sunsetfalls Garden and Resort, Ngablak, Magelang Regency, Jawa Tengah.",-7.402512,110.404478,,,Ya,,,
127,06.ROSO.00.3471.001,SUMBER DAYA ALAMINDO,Area Parkir Hotel New Saphir,ROSO,DI Yogyakarta,KOTA YOGYAKARTA,"Area Parkir Hotel New Saphir, Kota Yogyakarta, Jl. Laksda Adisucipto No.38, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",-7.783539,110.391437,,,Ya,,,
128,06.ROSO.00.3273.002,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Courtyard by Marriot Bandung Dago,ROSO,Jawa Barat,KOTA BANDUNG,"Lokasi Area Parkir Courtyard by Marriot Bandung Dago, Jl. Ir. H. Juanda No.33, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116;",-6.904253,107.610474,,,Ya,,,
129,06.ROSO.00.3273.003,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Hotel Naval,ROSO,Jawa Barat,KOTA BANDUNG,"Lokasi Area Parkir Hotel Naval, Bandung, Jl. Sukajadi No.180, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",-6.884996,107.5966134,,,Ya,,,
130,06.ROSO.00.3201.002,SUMBER DAYA ALAMINDO,Area Parkir VIP The Alana Hotel,ROSO,Jawa Barat,KAB. BOGOR,"Area Parkir VIP The Alana Hotel, Sentul City Kota Bogor, Jawa Barat; Jl. Ir H Juanda No.76, Citaringgul, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810",-6.56922,106.84822,,,Ya,,,
131,06.ROSO.00.3203.001,SUMBER DAYA ALAMINDO,Area Parkir Hotel Grand Aston Puncak,ROSO,Jawa Barat,KAB. CIANJUR,"Area Parkir Hotel Grand Aston Puncak, Jl. Raya Puncak - Gadog No.54, Ciloto, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",-6.712194,107.0091901,,,Ya,,,
132,06.ROSO.00.3271.001,SUMBER DAYA ALAMINDO,Parkir Botani Plaza,ROSO,Jawa Barat,KOTA BOGOR,"Parkir Botani Plaza, Jalan Padjajaran No. 37, Bogor, Jawa Barat.",-6.602239,106.805775,,,Ya,,,
133,06.ROSO.00.3273.004,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Hotel Crown Plaza,ROSO,Jawa Barat,KOTA BANDUNG,"Lokasi Area Parkir Hotel Crown Plaza, Bandung Jl. Lembong No. 19 Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111.",-6.917102,107.6120622,,,Ya,,,
134,06.ROSO.00.3578.003,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Hotel POP Surabaya,ROSO,Jawa Timur,KOTA SURABAYA,"Lokasi Area Parkir Hotel POP Surabaya, Jl. Diponegoro No.33, Darmo, Kec. Wonokromo, Kota Surabaya, Jawa Timur 60241",-7.293092,112.7365657,,,Ya,,,
135,06.ROSO.00.3573.001,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Ijen Suite Resort & Convention Malang,ROSO,Jawa Timur,KOTA MALANG,"Lokasi Area Parkir Ijen Suite Resort & Convention Malang, Jl. Ijen Nirwana Raya Blok A No.16, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116",-7.981165,112.615613,,,Ya,,,
136,06.ROSO.00.1471.004,SUMBER DAYA ALAMINDO,PT Yogura Tekindo Pekanbaru,ROSO,Riau,KOTA PEKANBARU,"PT Yogura Tekindo Pekanbaru, Jl. Kamboja No.50C, Sukajadi, Kec. Sukajadi, Kota Pekanbaru, Riau 28121",0.526326,101.438938,,,Ya,,,
137,06.ROSO.00.3172.004,SUMBER DAYA ALAMINDO,Lokasi Area Parkir PT. SISTEM AKSESINDO PERDANA,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Lokasi Area Parkir PT. SISTEM AKSESINDO PERDANA, J. Griya Agung No. 88-89, RT.02/RW.20, Sunter Agung, Kec. Tj Priok, Jakarta Utara",-6.135694,106.855436,,,Ya,,,
138,06.ROSO.00.3174.012,SUMBER DAYA ALAMINDO,Area Parkir Komplek Mangga Dua Mas Blok A No. 7-8,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Area Parkir Komplek Mangga Dua Mas Blok A No. 7-8, Jl. Mangga Dua Abdad No.14, RT.17/RW.11, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10730",-6.139999,106.828601,,,Ya,,,
139,06.ROSO.00.5103.002,SUMBER DAYA ALAMINDO,Lokasi Area Parkir Brits Hotel Legian,ROSO,Bali,KAB. BADUNG,"Lokasi Area Parkir Brits Hotel Legian, Jl. Sunset Road No.150, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361",-8.6968774,115.1758029,,,Ya,,,
140,,BUZZ BERKAT INDONESIA,Menara BTPN Charging Station,RLSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Mega Kuningan No.18, RT.5/RW.4, Kuningan,",-6.2298181,106.8275832,,,Tidak,,,
141,08.ROSO.00.3174.013,ENERGI MAKMUR BUANA,SPKLU GRAHA MITRA,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"SPKLU GRAHA MITRA, Jalan Gatot Subroto Kav 21",106.8196898,-6.228632508,,1/29/2024 15:55,Tidak,,,
142,05.ROSO.00.5171.002,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Juragan Atap Bali,ROSO,Bali,KOTA DENPASAR,"Jalan Buluh Indah No.153, Ubung, Kecamatan Denpasar Utara, Kota Denpasar, Bali 80111","-8,637,655,253","1,151,964,617",,10/24/2023 13:14,Tidak,,,
143,07.ROSO.00.3172.003,PT STARVO GLOBAL ENERGI,STARVO Jl. Pantai Indah Selatan,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,Jl. Pantai Indah Selatan 1 Blok G No. 1,-6.12395,106.7398,,10/24/2023 13:14,Ya,,,
144,08.ROSO.00.3275.003,ENERGI MAKMUR BUANA,SPKLU KH. Noer ALi,ROSO,Jawa Barat,KOTA BEKASI,"SPKLU KH. Noer ALi, Jl. KH. Noer Ali No. 3A",106.978417,"-6,247,417",,1/29/2024 15:55,Tidak,,,
145,,SUMBER DAYA ALAMINDO,Wisma Mulia 50 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Gatot Subroto No. 42, Kuningan Barat, Kec. Mampang Prapatan, Kota Jakarta Selatan, DKI Jakarta","-62,353,631","1,068,231,843",,,Tidak,,,
146,08.ROSO.00.3175.004,ENERGI MAKMUR BUANA,SPKLU Perintis Kemerdekaan,ROSO,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,"SPKLU Perintis Kemerdekaan, Jl. Perintis Kemerdekaan No.1 RT.1/RW.15",106.8864588,-6.170868574,,1/29/2024 15:55,Tidak,,,
147,08.ROSO.00.3674.003,ENERGI MAKMUR BUANA,SPKLU Indy Office,ROSO,Banten,KOTA TANGERANG SELATAN,"Area Parkir Gedung Indy Bintaro Office Park, Jl. Boulevard Bintaro Jaya Blok B7/A6, Sektor VII, CBC Bintaro Jaya",-6.274731908,106.7203338,2/12/2024 10:34,2/20/2024 16:08,Ya,,,
148,10.ROSO.00.3172.007,PT HYUNDAI SOLUSI MOBILITAS,SPKLU Lippo Pluit Villlage,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Indah No.12, RT.6/RW.4, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",-6.1164462,106.7896628,2/19/2024 15:10,2/26/2024 8:28,Tidak,,,
149,10.ROSO.00.3172.006,PT HYUNDAI SOLUSI MOBILITAS,SPKLU Lippo Pluit Villlage,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Indah No.12, RT.6/RW.4, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",-6.1164462,106.7896628,2/19/2024 15:10,2/26/2024 8:28,Tidak,,,
150,11.ROSO.00.3174.018,ARDENDI JAYA SENTOSA,Astra Otopower,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,Jl. R.S. Fatmawati No. 30 C-D,-6.283645762,106.7957817,5/3/2024 10:24,5/6/2024 16:41,Ya,,,
151,08.ROSO.00.3174.015,ENERGI MAKMUR BUANA,SPKLU GRAHA MITRA,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,Graha Mitra Lantai 10,-6.228632508,106.8196898,1/11/2024 11:00,1/24/2024 6:58,Ya,,,
152,10.ROSO.00.3216.001,PT HYUNDAI SOLUSI MOBILITAS,Hyundai Training Academy,ROSO,Jawa Barat,KAB. BEKASI,"Kawasan GIIC, Sukamukti",-6.407132571,107.1804113,2/19/2024 15:10,2/26/2024 8:28,Tidak,,,
